V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,class
0.0,1.0,v6,v3,0.36,v1,1.0,2.0,v2,3.0,71926.0,v3,v1,v4,v5,0.2,850.0,30.3,v2,61.0,70.9,0.959,223.0,1.0,v2,1.0,387.0,0.0,0.917,878.0,v2,0.612,647.0,v1,3998.0,0.281,v1,v3,v1,v2,3.0,7018.0,3.0,v1,7.44,3.0,v4,v1,v6,2.0,v1,0.0,3.84,0.0,v1,v2,v1,v1,42090.0,5923.0,17.1,1.0,30.0,v1,0.0,v2,17862.0,v4,v2,5.57,0.0,6855.0,0.72,2670.0,2.0,67.0,82.6,2.0,v2,0.0,v4,6.21,v1,v1,45.8,4.18,0.0,880.0,v6,v3,2.0,v1,v1,1.0,5681.0,v1,v3,v6,v2,v1,0
0.0,2.0,v5,v2,0.47,v1,0.0,3.0,v1,2.0,41473.0,v3,v1,v3,v5,0.55,783.0,31.1,v2,47.0,67.4,0.879,268.0,0.0,v4,1.0,462.0,1.0,0.926,881.0,v2,0.61,640.0,v4,6715.0,0.636,v1,v4,v1,v2,2.0,6105.0,3.0,v3,8.32,3.0,v5,v3,v4,1.0,v5,3.0,6.71,0.0,v1,v1,v1,v1,48229.0,7140.0,41.4,0.0,30.3,v1,1.0,v2,16081.0,v2,v2,6.87,3.0,6015.0,0.47,2483.0,0.0,64.0,79.1,0.0,v2,1.0,v4,6.03,v3,v1,58.8,7.74,2.0,813.0,v4,v3,1.0,v2,v1,1.0,5992.0,v2,v2,v2,v2,v1,0
1.0,2.0,v6,v2,0.27,v2,0.0,3.0,v4,2.0,35582.0,v1,v1,v2,v3,0.33,769.0,37.1,v1,48.0,71.8,0.958,254.0,2.0,v3,0.0,370.0,4.0,0.909,710.0,v1,0.593,601.0,v5,4540.0,0.602,v5,v1,v1,v1,0.0,6308.0,3.0,v1,7.76,3.0,v3,v2,v4,1.0,v3,1.0,4.52,1.0,v2,v3,v1,v1,41920.0,7050.0,46.6,1.0,30.7,v4,1.0,v1,19938.0,v3,v3,6.64,2.0,7267.0,0.56,6862.0,0.0,77.0,79.0,5.0,v3,0.0,v3,5.35,v1,v2,46.0,5.77,0.0,463.0,v4,v3,2.0,v1,v1,1.0,5543.0,v3,v2,v3,v2,v1,1
0.0,2.0,v2,v1,0.46,v2,1.0,2.0,v1,1.0,48132.0,v1,v1,v1,v3,0.43,861.0,28.2,v1,40.0,70.4,0.891,197.0,3.0,v3,0.0,375.0,0.0,0.943,556.0,v1,0.591,598.0,v6,4056.0,0.504,v3,v2,v5,v2,1.0,6201.0,0.0,v4,7.78,3.0,v2,v2,v3,2.0,v1,0.0,4.91,1.0,v2,v5,v1,v1,48489.0,6286.0,38.5,0.0,30.6,v1,0.0,v2,22871.0,v3,v1,5.57,3.0,7163.0,0.15,2778.0,1.0,69.0,79.3,1.0,v2,0.0,v2,3.97,v2,v2,47.2,4.36,3.0,784.0,v4,v3,1.0,v2,v2,0.0,5298.0,v2,v2,v1,v1,v5,1
0.0,1.0,v4,v2,0.06,v2,0.0,0.0,v3,3.0,38531.0,v1,v2,v4,v2,0.22,473.0,34.1,v1,29.0,72.2,0.857,219.0,1.0,v2,1.0,473.0,2.0,0.932,709.0,v1,0.459,653.0,v4,5143.0,0.885,v2,v4,v5,v2,1.0,6266.0,4.0,v3,8.24,0.0,v2,v2,v5,1.0,v1,1.0,5.64,0.0,v1,v3,v1,v3,40617.0,6297.0,76.8,1.0,30.6,v5,2.0,v2,20398.0,v4,v1,6.89,1.0,5843.0,0.48,5923.0,0.0,83.0,79.5,2.0,v1,0.0,v2,4.11,v3,v1,44.7,4.17,0.0,440.0,v6,v3,0.0,v2,v1,1.0,5413.0,v1,v2,v6,v2,v2,0
1.0,2.0,v2,v1,0.4,v3,1.0,1.0,v3,2.0,35144.0,v1,v2,v4,v2,0.18,857.0,33.5,v2,56.0,74.5,0.955,242.0,2.0,v1,1.0,389.0,1.0,0.935,856.0,v1,0.608,607.0,v2,5747.0,0.607,v3,v3,v5,v1,2.0,6320.0,0.0,v2,7.33,0.0,v2,v3,v3,1.0,v2,1.0,3.77,0.0,v1,v5,v1,v2,61060.0,5900.0,50.7,0.0,31.6,v2,2.0,v1,16088.0,v2,v2,6.64,1.0,7319.0,0.74,7603.0,0.0,71.0,79.5,3.0,v1,1.0,v1,4.14,v1,v2,57.1,4.36,1.0,524.0,v1,v2,1.0,v2,v1,0.0,5251.0,v2,v3,v2,v2,v1,0
0.0,4.0,v1,v3,0.39,v2,0.0,1.0,v3,0.0,38859.0,v2,v2,v3,v1,0.26,809.0,36.9,v2,41.0,70.4,0.885,193.0,2.0,v4,0.0,441.0,0.0,0.943,641.0,v1,0.618,660.0,v4,6391.0,0.589,v1,v4,v1,v2,2.0,6283.0,0.0,v4,8.01,0.0,v3,v2,v6,0.0,v5,0.0,7.26,0.0,v3,v2,v3,v2,41696.0,6061.0,18.9,0.0,30.3,v3,1.0,v2,19991.0,v1,v4,6.96,2.0,6858.0,0.56,4253.0,2.0,70.0,79.2,4.0,v1,1.0,v4,3.65,v3,v1,56.9,4.46,3.0,905.0,v5,v1,0.0,v1,v2,1.0,5105.0,v1,v2,v5,v2,v5,0
0.0,3.0,v5,v1,0.33,v3,1.0,0.0,v3,0.0,59395.0,v3,v2,v5,v1,0.3,900.0,28.0,v2,45.0,82.3,0.818,255.0,2.0,v2,1.0,308.0,3.0,0.94,702.0,v2,0.608,659.0,v1,5060.0,0.421,v1,v4,v4,v1,1.0,6225.0,4.0,v5,7.56,1.0,v5,v1,v6,1.0,v4,0.0,5.55,1.0,v1,v2,v1,v3,40555.0,6309.0,38.3,1.0,29.3,v5,0.0,v1,19896.0,v5,v3,7.45,3.0,6988.0,0.61,2386.0,0.0,68.0,79.1,2.0,v1,1.0,v1,5.93,v2,v1,47.5,7.71,2.0,429.0,v3,v1,0.0,v1,v1,1.0,5406.0,v2,v2,v6,v2,v2,1
0.0,2.0,v1,v1,0.19,v1,1.0,0.0,v4,3.0,38342.0,v2,v1,v4,v3,0.21,788.0,33.1,v2,46.0,74.0,0.93,243.0,4.0,v1,0.0,365.0,2.0,0.943,610.0,v1,0.678,604.0,v2,5964.0,0.905,v2,v1,v1,v2,2.0,6108.0,0.0,v1,7.3,1.0,v5,v3,v3,0.0,v3,3.0,7.21,1.0,v3,v2,v3,v1,71568.0,6443.0,51.4,1.0,40.4,v5,1.0,v2,16069.0,v2,v4,6.85,3.0,6913.0,0.67,7807.0,1.0,76.0,79.4,1.0,v5,0.0,v1,6.41,v3,v1,49.2,4.63,1.0,410.0,v4,v2,1.0,v1,v2,1.0,6029.0,v3,v1,v6,v2,v3,0
0.0,2.0,v1,v4,0.22,v3,1.0,2.0,v1,1.0,71942.0,v1,v2,v1,v6,0.27,270.0,31.0,v1,40.0,81.7,0.839,266.0,4.0,v4,1.0,465.0,2.0,0.943,863.0,v1,0.484,596.0,v2,5446.0,0.302,v4,v4,v5,v1,3.0,7267.0,0.0,v2,7.65,3.0,v1,v3,v4,0.0,v5,3.0,4.03,0.0,v3,v2,v3,v1,69003.0,6292.0,51.8,1.0,30.0,v4,1.0,v1,20621.0,v2,v2,6.59,0.0,6546.0,0.42,3564.0,1.0,87.0,79.7,2.0,v4,1.0,v4,4.07,v1,v1,46.9,7.68,3.0,614.0,v2,v2,1.0,v2,v1,0.0,5533.0,v5,v1,v6,v2,v4,1
1.0,4.0,v4,v4,0.22,v2,1.0,0.0,v3,1.0,32509.0,v1,v2,v2,v1,0.09,883.0,33.4,v2,27.0,78.0,0.954,197.0,4.0,v2,0.0,437.0,0.0,0.912,624.0,v2,0.608,619.0,v5,4240.0,0.788,v1,v1,v1,v2,0.0,6002.0,2.0,v2,7.53,0.0,v1,v2,v4,0.0,v4,0.0,4.83,0.0,v1,v4,v1,v2,53460.0,5675.0,52.0,1.0,30.5,v3,1.0,v1,22252.0,v5,v3,6.65,2.0,5971.0,0.62,8050.0,2.0,91.0,81.6,5.0,v2,1.0,v1,6.27,v1,v1,43.6,7.54,1.0,361.0,v6,v2,2.0,v2,v2,0.0,5112.0,v3,v2,v3,v2,v4,0
1.0,3.0,v5,v4,0.21,v1,0.0,1.0,v1,1.0,71939.0,v2,v2,v1,v1,0.22,387.0,37.2,v1,47.0,68.1,0.881,209.0,4.0,v1,1.0,473.0,4.0,0.943,819.0,v2,0.629,596.0,v6,4061.0,0.334,v4,v4,v4,v1,2.0,6087.0,3.0,v5,7.66,3.0,v2,v1,v6,2.0,v2,3.0,5.52,1.0,v1,v1,v1,v1,49995.0,6360.0,19.1,0.0,60.7,v3,0.0,v2,13705.0,v1,v1,6.65,2.0,6076.0,0.15,2362.0,1.0,68.0,82.2,5.0,v5,1.0,v4,5.64,v1,v1,62.1,5.4,2.0,474.0,v3,v2,0.0,v2,v1,1.0,5965.0,v2,v2,v2,v2,v4,1
0.0,0.0,v4,v2,0.33,v2,0.0,0.0,v2,1.0,40089.0,v2,v2,v3,v3,0.47,862.0,34.3,v2,52.0,69.1,0.878,211.0,4.0,v4,0.0,472.0,4.0,0.943,860.0,v1,0.503,650.0,v5,4063.0,0.855,v2,v2,v5,v1,2.0,6351.0,2.0,v1,7.71,3.0,v4,v2,v3,0.0,v4,1.0,4.25,1.0,v2,v1,v3,v2,53676.0,5940.0,50.8,0.0,50.7,v5,1.0,v1,23462.0,v1,v2,5.57,0.0,6552.0,0.55,4707.0,0.0,88.0,82.7,4.0,v2,1.0,v1,3.6,v3,v1,47.0,6.25,3.0,602.0,v5,v1,1.0,v2,v1,1.0,5856.0,v1,v3,v3,v1,v3,0
1.0,4.0,v5,v1,0.28,v3,1.0,0.0,v1,3.0,34473.0,v1,v2,v4,v4,0.17,878.0,33.3,v2,51.0,72.5,0.845,218.0,2.0,v4,0.0,457.0,0.0,0.931,710.0,v2,0.659,643.0,v6,6460.0,0.133,v5,v2,v1,v2,3.0,5960.0,2.0,v3,8.52,3.0,v4,v1,v4,1.0,v3,1.0,4.99,0.0,v3,v1,v3,v2,45764.0,6322.0,24.2,1.0,29.5,v4,0.0,v1,15526.0,v1,v4,6.99,1.0,6878.0,0.66,2428.0,1.0,73.0,83.1,0.0,v2,1.0,v1,6.03,v3,v2,47.6,4.44,0.0,463.0,v5,v1,1.0,v2,v1,1.0,5150.0,v4,v1,v3,v2,v2,0
0.0,4.0,v4,v3,0.29,v3,1.0,2.0,v2,3.0,40496.0,v1,v2,v1,v4,0.14,391.0,33.3,v1,48.0,79.0,0.916,249.0,3.0,v4,1.0,442.0,4.0,0.924,878.0,v1,0.461,621.0,v5,5601.0,0.872,v4,v4,v5,v1,2.0,6720.0,0.0,v4,7.74,3.0,v4,v2,v4,1.0,v1,2.0,5.11,0.0,v5,v5,v3,v1,48865.0,6357.0,49.7,0.0,30.4,v2,2.0,v1,23271.0,v4,v2,6.53,2.0,5758.0,0.44,2328.0,2.0,75.0,79.5,1.0,v3,0.0,v1,5.41,v3,v1,45.1,4.52,1.0,371.0,v3,v2,1.0,v1,v1,1.0,5580.0,v4,v1,v3,v2,v5,1
1.0,3.0,v2,v2,0.34,v1,0.0,2.0,v3,1.0,72204.0,v3,v1,v1,v6,0.2,551.0,33.3,v1,36.0,68.4,0.946,263.0,1.0,v4,1.0,431.0,2.0,0.942,845.0,v2,0.595,606.0,v3,4611.0,0.364,v3,v2,v2,v1,2.0,6284.0,0.0,v2,8.35,2.0,v1,v1,v6,1.0,v1,1.0,6.96,1.0,v1,v3,v3,v2,54421.0,6433.0,51.3,0.0,60.3,v3,0.0,v2,17513.0,v1,v1,7.33,3.0,6926.0,0.45,2817.0,2.0,71.0,79.3,5.0,v2,1.0,v4,6.15,v1,v2,46.0,3.31,2.0,825.0,v3,v2,1.0,v2,v2,1.0,5557.0,v5,v1,v4,v2,v3,1
0.0,4.0,v1,v1,0.04,v2,0.0,1.0,v2,3.0,71932.0,v1,v2,v4,v1,0.12,827.0,33.6,v1,31.0,70.7,0.924,205.0,4.0,v3,0.0,318.0,0.0,0.943,704.0,v1,0.611,655.0,v3,3984.0,0.153,v3,v4,v4,v2,0.0,6137.0,1.0,v1,7.32,3.0,v3,v2,v6,1.0,v3,1.0,6.78,1.0,v2,v4,v2,v3,44641.0,6516.0,25.1,0.0,30.3,v4,0.0,v1,20269.0,v2,v1,5.57,3.0,6426.0,0.19,2969.0,2.0,68.0,81.8,1.0,v5,0.0,v2,6.18,v1,v1,47.3,7.11,3.0,657.0,v6,v3,1.0,v1,v2,1.0,5305.0,v4,v3,v6,v1,v2,0
1.0,3.0,v1,v2,0.23,v2,1.0,3.0,v2,1.0,71935.0,v1,v2,v1,v4,0.36,473.0,32.4,v2,46.0,83.5,0.924,196.0,1.0,v2,1.0,485.0,3.0,0.922,823.0,v2,0.608,625.0,v2,4063.0,0.551,v2,v3,v2,v1,0.0,5742.0,4.0,v2,7.5,3.0,v1,v1,v4,1.0,v3,1.0,5.5,1.0,v3,v2,v3,v2,53536.0,5965.0,45.3,1.0,36.5,v5,2.0,v1,17920.0,v5,v2,5.58,2.0,6987.0,0.52,3283.0,0.0,86.0,79.1,4.0,v3,0.0,v1,4.58,v3,v2,46.0,7.37,3.0,864.0,v5,v3,1.0,v2,v1,1.0,5520.0,v1,v2,v2,v1,v1,0
0.0,0.0,v5,v4,0.25,v2,0.0,3.0,v4,1.0,34878.0,v3,v2,v4,v4,0.44,800.0,33.0,v2,47.0,70.7,0.928,191.0,4.0,v3,1.0,470.0,3.0,0.943,712.0,v1,0.584,634.0,v1,4037.0,0.718,v5,v4,v1,v1,2.0,6326.0,3.0,v1,7.78,3.0,v5,v3,v3,1.0,v5,2.0,4.88,0.0,v4,v3,v1,v2,52973.0,6623.0,45.5,0.0,29.6,v3,0.0,v1,17619.0,v2,v1,7.27,2.0,7096.0,0.15,3075.0,1.0,70.0,79.3,4.0,v4,0.0,v1,3.63,v3,v2,47.6,5.82,2.0,485.0,v3,v1,1.0,v1,v2,0.0,6074.0,v5,v2,v4,v2,v4,1
1.0,2.0,v4,v2,0.28,v3,0.0,0.0,v4,3.0,90210.0,v2,v1,v5,v5,0.22,733.0,26.6,v1,62.0,80.6,0.844,185.0,3.0,v3,1.0,447.0,0.0,0.94,611.0,v2,0.606,657.0,v5,4051.0,0.161,v3,v3,v2,v1,2.0,5501.0,4.0,v2,8.83,3.0,v6,v2,v5,0.0,v2,0.0,3.93,0.0,v3,v4,v3,v2,54532.0,6284.0,51.6,1.0,29.6,v4,0.0,v1,20173.0,v3,v2,6.93,0.0,7007.0,0.22,3442.0,1.0,69.0,79.2,4.0,v3,1.0,v2,5.84,v3,v1,52.6,6.19,2.0,443.0,v3,v1,2.0,v1,v1,0.0,5061.0,v3,v2,v3,v2,v5,0
0.0,3.0,v5,v1,0.21,v2,1.0,2.0,v3,3.0,72217.0,v3,v1,v4,v5,0.39,799.0,37.1,v2,59.0,83.4,0.835,185.0,1.0,v4,0.0,342.0,1.0,0.923,568.0,v2,0.625,597.0,v1,4050.0,0.627,v3,v4,v3,v2,0.0,6148.0,4.0,v1,7.38,3.0,v2,v3,v3,0.0,v3,2.0,6.99,0.0,v5,v4,v3,v2,47344.0,6200.0,12.8,0.0,52.3,v1,1.0,v1,23033.0,v1,v1,6.94,1.0,6955.0,0.69,2848.0,0.0,85.0,79.1,0.0,v4,1.0,v4,6.51,v3,v2,46.0,5.98,1.0,792.0,v4,v2,1.0,v2,v2,0.0,5783.0,v4,v1,v3,v1,v5,1
1.0,4.0,v3,v1,0.04,v3,1.0,3.0,v2,0.0,47985.0,v2,v1,v2,v5,0.18,776.0,30.2,v2,42.0,82.0,0.957,206.0,2.0,v3,0.0,465.0,2.0,0.913,708.0,v1,0.635,601.0,v3,3987.0,0.512,v2,v2,v4,v1,2.0,5452.0,0.0,v2,7.36,3.0,v6,v2,v1,1.0,v2,2.0,5.51,0.0,v3,v5,v1,v1,54908.0,6627.0,54.2,1.0,30.7,v4,2.0,v1,17451.0,v1,v3,6.6,2.0,6829.0,0.15,2841.0,2.0,87.0,79.5,1.0,v2,0.0,v1,6.52,v3,v2,63.6,3.51,3.0,468.0,v6,v2,1.0,v2,v1,0.0,5688.0,v5,v1,v3,v2,v4,1
1.0,0.0,v1,v1,0.47,v2,0.0,0.0,v1,3.0,72196.0,v2,v1,v2,v3,0.26,739.0,31.0,v2,27.0,82.9,0.951,271.0,2.0,v1,0.0,424.0,4.0,0.932,711.0,v1,0.637,649.0,v5,6233.0,0.181,v4,v4,v4,v2,0.0,7076.0,1.0,v2,7.79,0.0,v4,v1,v2,1.0,v1,1.0,6.91,0.0,v2,v1,v3,v3,46280.0,6546.0,51.5,1.0,44.1,v5,1.0,v2,19498.0,v4,v4,6.72,1.0,6719.0,0.15,6990.0,0.0,66.0,79.0,3.0,v4,1.0,v1,6.41,v3,v1,44.0,4.72,0.0,473.0,v2,v1,0.0,v1,v1,1.0,5186.0,v4,v3,v6,v1,v4,1
0.0,2.0,v6,v1,0.25,v1,1.0,2.0,v3,1.0,32283.0,v1,v2,v3,v6,0.52,645.0,34.2,v1,50.0,69.1,0.895,258.0,0.0,v4,1.0,454.0,0.0,0.91,740.0,v1,0.58,625.0,v5,6495.0,0.453,v4,v1,v1,v1,0.0,6084.0,1.0,v3,7.43,1.0,v2,v3,v5,2.0,v4,0.0,6.1,1.0,v2,v3,v3,v2,54974.0,6294.0,48.0,1.0,52.1,v4,0.0,v2,18573.0,v2,v4,7.45,0.0,6098.0,0.22,4422.0,1.0,71.0,79.6,1.0,v3,1.0,v2,4.07,v2,v1,43.6,6.13,3.0,495.0,v2,v2,0.0,v1,v2,0.0,5542.0,v3,v2,v2,v1,v1,1
0.0,3.0,v3,v4,0.33,v1,0.0,1.0,v3,0.0,32783.0,v3,v1,v1,v5,0.33,458.0,32.9,v1,41.0,67.2,0.948,205.0,4.0,v2,1.0,482.0,2.0,0.931,710.0,v1,0.474,645.0,v1,4607.0,0.271,v3,v1,v2,v1,2.0,5424.0,1.0,v3,7.66,0.0,v2,v1,v3,2.0,v5,0.0,7.04,1.0,v5,v4,v3,v1,48432.0,5866.0,43.2,1.0,29.4,v4,0.0,v2,18435.0,v3,v3,6.95,1.0,7202.0,0.15,6865.0,2.0,75.0,83.8,3.0,v1,1.0,v3,5.41,v1,v2,44.6,4.02,1.0,660.0,v1,v3,2.0,v1,v2,0.0,5112.0,v5,v3,v3,v2,v1,1
1.0,0.0,v4,v4,0.48,v1,1.0,1.0,v3,2.0,77237.0,v2,v2,v2,v6,0.18,533.0,31.1,v1,37.0,78.9,0.921,186.0,3.0,v1,1.0,312.0,0.0,0.943,880.0,v2,0.461,597.0,v6,5311.0,0.297,v4,v1,v1,v2,0.0,6137.0,4.0,v1,7.48,3.0,v5,v3,v5,0.0,v3,2.0,4.87,0.0,v1,v2,v1,v1,71820.0,5783.0,45.4,0.0,29.1,v1,2.0,v2,18786.0,v3,v2,6.97,3.0,6574.0,0.15,8037.0,1.0,82.0,84.4,2.0,v4,0.0,v4,5.89,v1,v2,47.0,6.42,1.0,436.0,v2,v1,0.0,v1,v1,1.0,5770.0,v5,v1,v3,v1,v1,0
1.0,0.0,v4,v4,0.05,v2,0.0,2.0,v2,2.0,83853.0,v1,v2,v4,v4,0.28,859.0,33.8,v2,63.0,68.7,0.888,258.0,2.0,v4,0.0,470.0,4.0,0.922,881.0,v2,0.459,653.0,v4,6741.0,0.766,v5,v4,v1,v2,1.0,6234.0,3.0,v4,8.5,3.0,v6,v3,v3,2.0,v5,1.0,4.57,1.0,v1,v1,v3,v2,49709.0,6379.0,38.1,1.0,29.1,v4,1.0,v2,18033.0,v3,v3,7.13,0.0,7171.0,0.55,2727.0,2.0,66.0,79.9,1.0,v4,0.0,v4,4.0,v3,v1,45.0,3.85,3.0,473.0,v1,v2,0.0,v1,v2,0.0,5994.0,v4,v2,v4,v2,v4,0
1.0,4.0,v6,v3,0.24,v2,0.0,1.0,v2,1.0,71920.0,v2,v1,v4,v5,0.47,896.0,31.1,v1,49.0,78.4,0.883,256.0,3.0,v2,0.0,446.0,1.0,0.943,709.0,v2,0.626,600.0,v4,5131.0,0.469,v1,v1,v3,v1,0.0,5781.0,2.0,v5,7.57,0.0,v1,v3,v6,0.0,v2,0.0,4.42,1.0,v4,v4,v2,v2,72002.0,6349.0,54.4,0.0,34.5,v1,0.0,v2,15018.0,v1,v4,6.97,0.0,6692.0,0.69,2872.0,2.0,76.0,79.9,4.0,v3,0.0,v4,3.64,v1,v2,46.4,4.46,1.0,385.0,v6,v3,2.0,v2,v2,0.0,6116.0,v5,v1,v6,v1,v3,0
0.0,2.0,v2,v2,0.3,v3,0.0,2.0,v1,1.0,32769.0,v3,v2,v1,v6,0.4,861.0,33.2,v1,38.0,73.4,0.874,255.0,2.0,v1,0.0,319.0,1.0,0.943,553.0,v1,0.61,600.0,v1,5306.0,0.901,v5,v3,v5,v1,0.0,5755.0,2.0,v5,7.85,1.0,v2,v1,v5,2.0,v1,1.0,5.24,1.0,v1,v5,v1,v2,52599.0,6565.0,39.9,0.0,29.0,v3,2.0,v2,22760.0,v3,v1,6.68,1.0,6087.0,0.53,6357.0,2.0,69.0,81.7,3.0,v2,0.0,v1,4.08,v1,v1,45.2,4.35,2.0,373.0,v1,v2,0.0,v1,v1,0.0,5131.0,v3,v1,v6,v1,v1,0
0.0,2.0,v6,v2,0.04,v2,1.0,0.0,v3,1.0,36637.0,v3,v1,v3,v1,0.27,539.0,34.0,v1,34.0,72.7,0.913,209.0,0.0,v2,1.0,335.0,4.0,0.935,739.0,v1,0.632,648.0,v4,5032.0,0.474,v3,v4,v1,v2,1.0,5399.0,3.0,v1,7.85,2.0,v3,v2,v5,2.0,v3,2.0,3.69,1.0,v3,v1,v1,v2,61111.0,6412.0,52.8,1.0,30.2,v5,1.0,v2,16082.0,v4,v1,6.81,2.0,6887.0,0.18,2645.0,1.0,71.0,79.5,4.0,v2,0.0,v1,6.16,v1,v1,44.9,6.89,0.0,384.0,v4,v2,1.0,v1,v2,1.0,6034.0,v2,v1,v4,v1,v4,0
1.0,4.0,v2,v3,0.04,v1,0.0,2.0,v1,3.0,42109.0,v2,v1,v5,v6,0.46,866.0,31.0,v2,62.0,67.5,0.83,240.0,3.0,v1,1.0,429.0,4.0,0.934,778.0,v1,0.607,648.0,v5,4686.0,0.75,v1,v1,v5,v2,1.0,6135.0,0.0,v3,8.67,0.0,v4,v2,v3,1.0,v1,3.0,4.82,0.0,v4,v1,v2,v1,52492.0,5860.0,32.5,0.0,33.7,v5,2.0,v2,16084.0,v1,v4,7.01,0.0,7022.0,0.5,2326.0,0.0,72.0,82.4,1.0,v1,1.0,v2,5.78,v2,v1,46.6,4.31,1.0,660.0,v1,v3,2.0,v2,v2,1.0,5148.0,v1,v1,v4,v1,v5,1
1.0,2.0,v4,v1,0.41,v1,1.0,2.0,v3,2.0,35678.0,v2,v1,v1,v2,0.19,801.0,33.2,v2,41.0,78.4,0.928,260.0,3.0,v1,1.0,409.0,0.0,0.912,795.0,v2,0.458,627.0,v4,6440.0,0.578,v1,v3,v2,v1,1.0,7143.0,2.0,v4,8.0,1.0,v6,v3,v4,0.0,v1,3.0,3.87,0.0,v4,v3,v1,v1,43173.0,5992.0,53.9,1.0,61.3,v1,0.0,v1,18291.0,v2,v2,6.77,1.0,7360.0,0.15,4946.0,0.0,74.0,80.3,5.0,v2,0.0,v4,3.64,v1,v2,46.0,7.83,2.0,800.0,v2,v3,1.0,v2,v2,0.0,5171.0,v4,v3,v6,v2,v3,0
0.0,2.0,v6,v2,0.21,v2,1.0,0.0,v2,1.0,94884.0,v2,v1,v1,v2,0.53,320.0,34.7,v1,34.0,74.7,0.949,223.0,0.0,v1,0.0,451.0,1.0,0.909,742.0,v1,0.621,597.0,v4,5321.0,0.295,v1,v4,v1,v1,2.0,6402.0,3.0,v3,7.33,0.0,v3,v2,v4,1.0,v2,0.0,6.92,0.0,v2,v1,v2,v2,52442.0,6415.0,48.8,0.0,29.1,v4,1.0,v2,20112.0,v1,v4,7.49,0.0,5901.0,0.72,2782.0,1.0,70.0,79.1,4.0,v1,1.0,v4,6.73,v1,v1,47.0,6.7,2.0,890.0,v5,v2,2.0,v1,v1,1.0,5846.0,v2,v3,v4,v2,v1,1
1.0,4.0,v3,v2,0.25,v2,0.0,0.0,v2,2.0,48206.0,v3,v1,v2,v4,0.38,873.0,33.8,v2,33.0,82.6,0.902,257.0,1.0,v3,0.0,349.0,0.0,0.927,793.0,v2,0.468,658.0,v2,6324.0,0.524,v4,v3,v5,v1,1.0,6440.0,0.0,v4,8.02,3.0,v5,v1,v4,0.0,v2,0.0,6.96,0.0,v2,v2,v2,v2,46526.0,6352.0,48.7,0.0,45.7,v4,2.0,v1,16072.0,v1,v1,7.11,3.0,6907.0,0.28,5563.0,2.0,62.0,79.5,4.0,v4,1.0,v3,6.58,v2,v2,43.8,4.37,0.0,441.0,v2,v1,1.0,v2,v2,1.0,5557.0,v2,v1,v5,v2,v5,1
0.0,0.0,v3,v1,0.09,v2,0.0,1.0,v3,0.0,71919.0,v3,v1,v4,v2,0.53,448.0,34.5,v2,58.0,75.5,0.882,218.0,2.0,v1,0.0,441.0,3.0,0.943,711.0,v2,0.606,596.0,v4,5036.0,0.819,v4,v3,v5,v1,0.0,5968.0,3.0,v2,7.69,1.0,v6,v2,v1,0.0,v5,1.0,7.34,0.0,v5,v5,v3,v2,52611.0,6081.0,50.9,1.0,30.9,v4,2.0,v2,22299.0,v5,v3,6.96,1.0,6720.0,0.54,6157.0,0.0,74.0,79.7,3.0,v1,1.0,v4,6.47,v2,v1,56.6,3.28,0.0,575.0,v5,v1,1.0,v1,v1,1.0,5549.0,v2,v1,v2,v1,v5,1
1.0,3.0,v4,v4,0.35,v2,1.0,1.0,v2,1.0,38742.0,v1,v2,v2,v4,0.57,752.0,30.8,v1,30.0,69.9,0.924,244.0,4.0,v3,1.0,299.0,4.0,0.936,629.0,v1,0.586,648.0,v2,5949.0,0.897,v1,v2,v1,v1,3.0,6485.0,3.0,v2,7.72,3.0,v3,v2,v2,2.0,v3,1.0,6.37,1.0,v3,v3,v2,v1,52689.0,6359.0,46.4,0.0,40.8,v5,1.0,v1,15978.0,v4,v3,5.58,3.0,6973.0,0.72,2996.0,1.0,67.0,79.0,3.0,v5,0.0,v3,4.76,v2,v2,45.2,7.68,0.0,437.0,v5,v2,1.0,v2,v2,0.0,5497.0,v1,v3,v4,v1,v2,1
1.0,0.0,v3,v3,0.49,v1,0.0,3.0,v2,2.0,53474.0,v1,v2,v1,v5,0.29,815.0,34.4,v2,42.0,73.3,0.892,245.0,1.0,v3,1.0,420.0,0.0,0.925,769.0,v1,0.659,648.0,v3,4011.0,0.392,v5,v1,v3,v1,3.0,6110.0,4.0,v3,7.54,3.0,v3,v3,v1,2.0,v2,2.0,3.92,0.0,v1,v3,v2,v3,48676.0,6276.0,45.6,0.0,40.4,v5,2.0,v1,21501.0,v5,v2,5.57,3.0,7120.0,0.15,2864.0,1.0,72.0,79.5,4.0,v5,0.0,v3,4.12,v3,v1,59.1,7.99,3.0,431.0,v3,v1,2.0,v1,v2,1.0,5708.0,v1,v2,v4,v1,v4,0
